artist,id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
JJ Heller,2YGu3QpHqj5AHtS8RzFQdW,Meant to Be,0.539,0.356,7.0,-9.749,1.0,0.0321,0.764,0.00154,0.127,0.489,73.703,52
John Tibbs,3NDDJKePW2oFn9mP2JWyo6,Midwest Magic,0.472,0.8240000000000001,1.0,-6.2410000000000005,1.0,0.0405,0.0301,0.0,0.0962,0.485,164.929,41
Matt Hammitt,40WDnUnzQL4XTo81vUJlKt,All Of Me,0.309,0.387,10.0,-9.021,1.0,0.0286,0.135,0.0,0.1119999999999999,0.124,69.063,45
Dave Barnes,1CX3zLl6r7KJpzzO1Ckulv,Big Ole Love,0.623,0.753,4.0,-5.371,1.0,0.0402,0.119,1.27e-05,0.161,0.713,75.99,1
Jason Gray,3hSzCNU37Yfauxrdup4sxi,With Every Act Of Love,0.57,0.818,0.0,-5.784,1.0,0.0361,0.0178,0.0,0.272,0.313,90.016,44
Ingrid Michaelson,4oeRfmp9XpKWym6YD1WvBP,You and I,0.6970000000000001,0.298,0.0,-7.635,1.0,0.0551,0.92,0.0,0.0874,0.509,134.216,66
Jonny Diaz,5Rv2Qybimpsp9hzFnMQBYN,Thank God I Got Her,0.541,0.628,11.0,-5.584,1.0,0.0296,0.0247,3.43e-06,0.264,0.535,160.05100000000002,56
Jon Foreman,2VlvH2VwDr68KoSRp7CIDi,Your Love Is Strong,0.649,0.507,11.0,-8.484,1.0,0.0266,0.623,0.000399,0.125,0.225,111.988,1
Josh Wilson,6tjDAG0A92Xyb7M0612fjn,Let Me Love You,0.491,0.792,6.0,-5.6160000000000005,1.0,0.0381,0.111,2.25e-05,0.356,0.703,131.985,35
Chris Tomlin,7CdKRgZiFWgMWDIbbFURZA,Unfailing Love,0.599,0.644,8.0,-6.073,1.0,0.0257,0.433,0.0,0.114,0.4579999999999999,141.944,35
Chris August,0DAsVgknn6x7mIxSFZmb8Y,Loving You Is Easy,0.569,0.75,7.0,-6.188,1.0,0.0492,0.063,0.0,0.0785,0.8809999999999999,169.864,1
for KING & COUNTRY,2RxEX1W0GSQRcQEmwut9OA,Hold Her,0.401,0.295,0.0,-14.297,1.0,0.0298,0.71,0.882,0.0689,0.06,79.997,58
Steven Curtis Chapman,1oj4KLsbYhvfHFnhdb3twP,Cinderella,0.351,0.447,10.0,-7.737,1.0,0.0315,0.6409999999999999,0.0,0.1639999999999999,0.305,103.03,58
Shane & Shane,4gOKl65mwqty8RGiokhv3h,Your Love,0.461,0.6729999999999999,1.0,-6.144,1.0,0.0383,0.0292,0.0,0.0821,0.242,110.108,30
Casting Crowns,7qO1aodqqumMLHFybn0AvP,Angel,0.569,0.597,0.0,-6.977,1.0,0.0288,0.6970000000000001,0.0,0.0908,0.482,79.96,40
Switchfoot,5fK3vohIJQ0BFQglpPapfZ,YOU'RE THE ONE I WANT,0.3779999999999999,0.21,7.0,-12.679,1.0,0.0467,0.7909999999999999,0.0,0.161,0.537,76.62,42
for KING & COUNTRY,7BTmtN6bP35E54vVASTqao,Priceless,0.529,0.769,11.0,-6.369,1.0,0.0469,0.00532,0.0,0.19,0.66,73.946,61
Mandisa,0A5aXD5e3bYFn9oAWv9iCT,Praying For You,0.728,0.431,1.0,-7.425,1.0,0.0277,0.845,0.0,0.1889999999999999,0.412,115.369,37
NF,1iAqQMUVtp5E1EYJkqZw2g,Only One,0.664,0.846,7.0,-4.948,1.0,0.05,0.0084,0.000312,0.0863,0.293,118.058,61
John Waller,2no4dAQQt46aVsrlkriysB,The Marriage Prayer,0.369,0.5379999999999999,6.0,-4.925,1.0,0.031,0.472,0.0,0.213,0.302,160.165,48
Steven Curtis Chapman,3BWvRBAgmWS7v7hgZnSn9S,Together,0.353,0.231,5.0,-11.239,1.0,0.0299,0.855,7.170000000000001e-05,0.251,0.26,137.175,45
Sara Groves,5qMT6T7uAU8KqJjPSXAEjE,I Feel the Love Between Us,0.595,0.645,9.0,-7.973,1.0,0.0291,0.5379999999999999,2.25e-05,0.0759,0.275,107.977,34
Phil Wickham,0hjwwsqVDoPuXZyl4wznBE,You're Beautiful,0.3279999999999999,0.51,3.0,-7.688,1.0,0.0287,0.078,0.0357,0.146,0.176,165.98,45
Matthew West,20Y6MNDyaBRpFrQ1Dt5CNF,The Day Before You - Acoustic,0.3939999999999999,0.273,1.0,-12.586,1.0,0.0388,0.644,0.0,0.129,0.18,72.247,47
Joy Williams,1X40brgUhO1VaZ8CHtKBnt,I'm in Love With You,0.254,0.318,9.0,-11.304,1.0,0.0388,0.6579999999999999,3.02e-06,0.113,0.0436,85.4,39
Bebe Rexha,4e4fqjx0Izh4svvTef1z7e,Meant to Be (feat. Florida Georgia Line),0.642,0.772,10.0,-6.61,1.0,0.0848,0.0476,0.0,0.0646,0.589,153.995,72
Little Mix,02gj0J38nzyO9lNi9mzi3A,Power (feat. Stormzy),0.586,0.865,7.0,-4.092,1.0,0.319,0.0345,5.55e-06,0.165,0.4679999999999999,172.917,72
Hailee Steinfeld,36phXHOKx8rO7CMp2vNX4x,Love Myself,0.617,0.759,0.0,-6.785,0.0,0.0677,0.0026,0.0,0.419,0.324,122.925,75
Ariana Grande,2meEiZKWkiN28gITzFwQo5,Into You,0.623,0.7340000000000001,9.0,-5.95,1.0,0.107,0.0162,1.9e-06,0.145,0.372,107.853,80
Bebe Rexha,0i0wnv9UoFdZ5MfuFGQzMy,Last Hurrah,0.514,0.618,11.0,-4.585,0.0,0.0317,0.175,0.0,0.1169999999999999,0.401,84.259,77
Beyoncé,1z6WtY7X4HQJvzxC4UgkSf,Love On Top,0.652,0.748,0.0,-5.242000000000001,1.0,0.0887,0.0849,0.0,0.604,0.652,94.1,76
Maroon 5,2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA),0.799,0.597,5.0,-5.131,0.0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,73
Sia,6Dma0t0hOe6Bd6u5YRKF3n,"No New Friends (feat. Sia, Diplo, and Labrinth)",0.725,0.703,7.0,-4.641,1.0,0.0466,0.0632,0.000251,0.14,0.638,106.032,77
Camila Cabello,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.5600000000000005e-05,0.132,0.3939999999999999,104.988,86
Kelly Clarkson,4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,0.526,0.882,9.0,-4.006,1.0,0.0509,0.0014,0.0,0.144,0.424,144.982,64
Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,Formation,0.8959999999999999,0.621,5.0,-6.857,0.0,0.237,0.00532,0.0,0.196,0.818,121.966,77
Carly Rae Jepsen,0PGLRTN0X6DrXh645WJCIY,I Really Like You,0.622,0.8079999999999999,5.0,-4.7010000000000005,1.0,0.0418,0.00543,5.629999999999999e-05,0.215,0.599,122.121,66
Katy Perry,6F5c58TMEs1byxUstkzVeM,Roar,0.5539999999999999,0.772,7.0,-4.821000000000001,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,78
Ariana Grande,5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,0.472,0.7140000000000001,1.0,-4.388999999999999,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,76
P!nk,7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0.632,0.701,7.0,-5.921,1.0,0.146,0.0114,0.0,0.108,0.497,162.958,71
Demi Lovato,3r6WBXYZ3pmKgFPj7Thccf,Sexy Dirty Love,0.59,0.748,4.0,-4.448,0.0,0.249,0.000957,2.19e-05,0.0552,0.831,105.114,59
Rihanna,6qn9YLKt13AGvpq9jfO8py,We Found Love,0.7340000000000001,0.7659999999999999,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,75
Kesha,7EQGXaVSyEDsCWKmUcfpLk,Die Young,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,74
Bleachers,3ySU5vwQB33iGulwcUL9qQ,Don't Take The Money,0.63,0.884,1.0,-5.674,1.0,0.0406,0.000397,1.37e-06,0.206,0.289,110.07,65
DJDS,1zOrNX2Rp00WGJzNJUfj0V,Why Don't You Come On,0.693,0.674,1.0,-5.58,1.0,0.0626,0.0755,1.42e-06,0.1939999999999999,0.316,128.096,54
Snakehips,0B2RttXEiyXsMeQ7mMP3EI,Cruel (feat. ZAYN),0.603,0.879,5.0,-4.098,1.0,0.124,0.0184,0.0,0.156,0.318,110.125,64
Mariah Carey,6xkryXuiZU360Lngd4sx13,Fantasy,0.6709999999999999,0.727,7.0,-7.585,1.0,0.035,0.139,0.0,0.123,0.8009999999999999,102.358,71
Robyn,7g13jf3zqlP5S68Voo5v9m,Dancing On My Own - Radio Edit,0.573,0.926,6.0,-6.045,1.0,0.0342,0.00202,0.0117,0.127,0.2189999999999999,117.048,63
Madonna,3ibAzRj9JnowdoLkyllk3n,Holiday,0.813,0.6990000000000001,7.0,-8.656,1.0,0.0458,0.0251,0.0135,0.0527,0.732,117.548,61
Kehlani,6krNSTegkvGMmdIUOUEQH1,Undercover,0.721,0.593,0.0,-4.768,0.0,0.0397,0.275,0.0,0.0714,0.721,145.025,57
Charli XCX,5cAokEuetqzaLMxhtQl4h2,Porsche (feat. MØ),0.847,0.48,9.0,-5.103,1.0,0.0523,0.0729,3.48e-06,0.131,0.481,144.946,49
Train,17AtR2mHWKdDXCPUFydJKL,Drink Up,0.603,0.937,6.0,-2.988,1.0,0.0447,0.0072599999999999,5.59e-06,0.105,0.7709999999999999,108.987,49
Justin Timberlake,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,0.8909999999999999,0.7140000000000001,4.0,-6.055,0.0,0.14,0.2019999999999999,0.000234,0.0521,0.818,100.972,73
Nicki Minaj,5fyIGoaaKelzdyW8ELhYJZ,Feeling Myself,0.564,0.703,2.0,-5.459,1.0,0.2689999999999999,0.437,0.00927,0.358,0.477,139.045,66
Gwen Stefani,39qcvV4f0uqDMHxIkSb7tE,Rich Girl,0.855,0.747,7.0,-2.713,0.0,0.0424,0.0276,3.45e-05,0.182,0.76,98.018,61
Britney Spears,6ic8OlLUNEATToEFU3xmaH,Gimme More,0.7879999999999999,0.8440000000000001,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,71
Grimes,4tjMjfL8cmYOIRRMFGZ8g7,World Princess part II,0.654,0.885,10.0,-5.41,0.0,0.0579999999999999,0.000918,0.667,0.373,0.674,107.494,54
No Doubt,1CsUH29MaAIMbfGh4FEG4w,Hella Good,0.7829999999999999,0.684,8.0,-4.0760000000000005,1.0,0.0346,0.0188,0.015,0.0851,0.8220000000000001,115.141,53
Etta James,4Hhv2vrOTy89HFRcjU3QOx,At Last,0.171,0.33,5.0,-9.699,1.0,0.0329,0.7070000000000001,0.00381,0.302,0.315,174.43099999999998,75
Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Perfect,0.599,0.4479999999999999,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,88
Sam Smith,62NVyyEBiRxGae3SeB97nl,Stay With Me,0.4529999999999999,0.441,0.0,-6.275,1.0,0.0435,0.521,0.000135,0.106,0.184,84.67200000000001,19
Al Green,7kWhdmRYv8CqbWNqfojqVd,Let's Stay Together,0.746,0.273,5.0,-16.63,1.0,0.0573,0.606,0.0168,0.0526,0.502,101.952,24
Ray LaMontagne,1jyddn36UN4tVsJGtaJfem,You Are the Best Thing,0.579,0.727,10.0,-4.872,1.0,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,68
Haley Reinhart,6yIHGmQLJxWAUZ1ZkENemN,Can't Help Falling in Love,0.41,0.0485,0.0,-13.918,1.0,0.038,0.947,0.0,0.108,0.247,137.97,76
Beyoncé,2CvOqDpQIMw69cCzWqr5yr,Halo,0.422,0.7120000000000001,11.0,-5.907,0.0,0.1,0.273,0.0,0.051,0.471,78.454,75
Ellie Goulding,3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,79
The Cranberries,4JGKZS7h4Qa16gOU3oNETV,Dreams,0.551,0.643,4.0,-13.091,1.0,0.0353,0.00313,0.00385,0.421,0.514,128.661,73
Brandi Carlile,44IeABaLLsnFVb7rjzNTzS,The Story,0.544,0.5,11.0,-8.253,1.0,0.026,0.0325,3.78e-06,0.109,0.177,93.621,66
Frank Sinatra,1ddKBAEfEhTHKuY8fTOTwQ,It Had To Be You - 2009 Remaster,0.239,0.195,0.0,-16.646,0.0,0.031,0.8590000000000001,3.9e-06,0.104,0.185,101.671,43
Prince,62LJFaYihsdVrrkgUOJC05,Kiss,0.898,0.271,7.0,-12.238,1.0,0.091,0.0135,0.00138,0.0461,0.742,111.485,74
Queen,4RpSnz7bmzI8fFNnLSiNB7,Somebody To Love - Remastered 2011,0.461,0.69,8.0,-6.957999999999999,1.0,0.0611,0.1689999999999999,1.01e-06,0.113,0.353,110.915,1
Justin Timberlake,4rHZZAmHpZrA3iH5zx8frV,Mirrors,0.574,0.512,5.0,-6.664,0.0,0.0503,0.2339999999999999,0.0,0.0946,0.512,76.899,78
Billy Joel,49MHCPzvMLXhRjDantBMVH,Just the Way You Are,0.589,0.4529999999999999,7.0,-8.912,1.0,0.0397,0.703,2.54e-05,0.134,0.513,139.148,69
Shawn Mendes,5My4LtZW8JQJoKFDWodqIt,Use Somebody - Recorded at Spotify Studios NYC,0.366,0.519,5.0,-6.066,1.0,0.0331,0.35,0.0,0.145,0.308,124.632,75
The Beatles,7mzNk14FElnA5DOKQyBrM0,Something - Remastered 2015,0.449,0.375,0.0,-9.329,1.0,0.0286,0.302,2.41e-06,0.144,0.466,133.845,57
The Supremes,1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,0.486,0.725,10.0,-9.263,1.0,0.0661,0.344,0.0,0.0831,0.6940000000000001,193.249,76
Rihanna,0GNI8K3VATWBABQFAzBAYe,Stay,0.621,0.306,9.0,-9.78,0.0,0.0268,0.938,6.709999999999999e-05,0.129,0.0853,111.926,75
Chris Stapleton,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,0.392,0.37,9.0,-10.888,1.0,0.0298,0.205,0.0096,0.0821,0.512,48.718,78
Yoke Lore,0hLObGB9xRjuRVasHehmLI,Truly Madly Deeply - Recorded at Spotify Studios NYC,0.675,0.368,0.0,-14.072,0.0,0.0374,0.826,0.0016,0.136,0.176,106.001,70
Cyndi Lauper,4vCJEhBE0PajEAOLi0t60Q,Time After Time,0.72,0.348,0.0,-13.499,1.0,0.0303,0.614,0.0,0.0802,0.355,130.55200000000002,5
Mandy Moore,4du0TY3NTgvQGlelrBHfDL,I Wanna Be With You,0.515,0.908,8.0,-4.632,1.0,0.0368,0.0158,1.88e-05,0.412,0.637,150.031,57
Michelle Branch,78NSG3Hy7IV8er5qEo9BUU,Everywhere,0.523,0.828,1.0,-4.696000000000001,1.0,0.0762,0.0136,0.0002549999999999,0.165,0.476,96.952,6
Norah Jones,0Cvjlph1WGbwZY1PlMEtJY,Come Away With Me,0.363,0.129,0.0,-14.304,1.0,0.0322,0.904,1.52e-06,0.157,0.147,80.367,73
Father John Misty,6YDf6QV7QfCEo8O2dbWalK,Real Love Baby,0.417,0.687,7.0,-6.484,1.0,0.0372,0.0955,0.0278,0.0989,0.627,204.11,68
Bryan Adams,6eBK3edMW7bEzecF1eCezc,(Everything I Do) I Do It For You,0.519,0.372,1.0,-12.635,1.0,0.0284,0.0816,4.67e-05,0.0652,0.298,131.227,66
Whitney Houston,0BsbPzgtF3Ljzgtp5WmvwO,I Will Always Love You,0.291,0.213,4.0,-12.672,1.0,0.0387,0.84,5.07e-06,0.104,0.0993,133.64700000000002,55
Kina Grannis,1TZbHriZ7dhB6qkUicUGcy,Valentine - Acoustic,0.6629999999999999,0.238,9.0,-9.776,1.0,0.0381,0.807,0.0,0.0925,0.552,125.693,18
Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,0.5529999999999999,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,82
The Lumineers,3ekNuTF3UpOvIZCfiejpnC,Stubborn Love,0.598,0.56,0.0,-11.679,1.0,0.0375,0.607,0.0432,0.196,0.221,115.01,66
Train,0VZ9xPNa6ROafP6GYYuv2S,Marry Me,0.366,0.2689999999999999,0.0,-8.456,1.0,0.0287,0.8290000000000001,1.67e-05,0.108,0.492,86.57700000000001,21
Third Eye Blind,1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Version,0.728,0.94,4.0,-5.034,1.0,0.0368,0.0814,0.000162,0.109,0.967,113.76,64
Lana Del Rey,5UzTtUZper0CphnqZYvsIu,Young And Beautiful,0.319,0.426,11.0,-8.929,0.0,0.0382,0.245,8.23e-06,0.108,0.159,114.553,14
One Direction,2afCBiru10AFckfOa49wIa,You & I,0.574,0.3289999999999999,1.0,-6.829,1.0,0.0274,0.22,0.0,0.0986,0.356,130.993,75
Anna Kendrick,1JY9hsqLWZ3JB3K39Ve1xF,True Colors - Film Version,0.377,0.183,4.0,-12.679,1.0,0.037,0.81,8.56e-06,0.121,0.369,71.27600000000001,62
Marvin Gaye,0jHkgTtTaqg5LNCiYDQPUB,Let's Get It On,0.5429999999999999,0.62,8.0,-10.629,1.0,0.0648,0.0379,1.19e-06,0.0559,0.607,167.141,64
Ben Rector,5C2Vas6jEIarFNVhNHuTGB,I Like You,0.657,0.356,3.0,-11.808,1.0,0.0362,0.3429999999999999,1.27e-06,0.11,0.3939999999999999,78.914,64
Snow Patrol,7ctRAoCbcpOusbm3w3E6mn,Chasing Cars,0.569,0.546,9.0,-6.2620000000000005,1.0,0.0251,0.302,1.13e-05,0.1369999999999999,0.205,104.007,17
James Blunt,5pbajJXEPdcoXQPXoAVR1t,You're Beautiful,0.675,0.479,0.0,-9.87,0.0,0.0278,0.633,1.76e-05,0.088,0.4539999999999999,81.99799999999999,68
Stevie Wonder,373zqV0VLz9mnrSaY9kaiX,Isn't She Lovely,0.481,0.826,1.0,-6.974,0.0,0.0851,0.182,0.00352,0.324,0.8190000000000001,118.679,10
Phil Collins,18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,0.446,0.239,0.0,-13.945,1.0,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,78
Gary Clark Jr.,5cfGJHxNcS1S2qyZj9xH6z,Our Love,0.615,0.416,0.0,-7.606,0.0,0.024,0.3339999999999999,0.011,0.0913,0.284,83.98,48
Counting Crows,3OltYYcLZUhvho5QoRbUNr,Accidentally In Love,0.5539999999999999,0.923,7.0,-3.548,1.0,0.0376,0.0511,1.51e-05,0.191,0.8079999999999999,137.939,58
The Temptations,3IXtHVrrlDYjyTUWpKXUdq,My Girl - Single Version,0.599,0.465,0.0,-7.607,1.0,0.0343,0.713,0.0,0.382,0.735,104.314,2
The Beach Boys,0cx32rX0uZvcJUP92Wkj2y,Wouldn't It Be Nice - Remastered,0.429,0.5429999999999999,5.0,-9.139,1.0,0.0347,0.536,2.54e-05,0.125,0.693,122.619,68
Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,Fast Car,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.1939999999999999,103.951,78
Steve Winwood,7yDmjiDuIlGTaWgmvSK9FJ,Higher Love - Single Version,0.7190000000000001,0.9,5.0,-6.686,1.0,0.0454,0.0683,0.0465,0.397,0.926,98.796,7
Ella Fitzgerald,5MjAGtm2ihbBK9G30ZN3Ju,Dream A Little Dream Of Me,0.5489999999999999,0.1689999999999999,9.0,-13.433,0.0,0.0779,0.918,0.0,0.159,0.36,79.318,15
Vanessa Williams,6PKh3j7EQYjURTrcOPls5e,Save The Best For Last,0.527,0.342,3.0,-10.902,1.0,0.0266,0.6729999999999999,0.0,0.212,0.193,95.877,34
Marvin Gaye,37j56IWzpplKE5zrlQRmxc,I Heard It Through The Grapevine,0.7240000000000001,0.346,3.0,-11.255999999999998,0.0,0.0366,0.1989999999999999,0.0,0.111,0.637,117.188,72
The Jackson 5,4CbUtLtAcgLJ7mAIeooJS8,I Want You Back,0.639,0.5429999999999999,8.0,-12.777,1.0,0.0303,0.492,1.29e-05,0.28,0.937,98.185,66
The Temptations,745H5CctFr12Mo7cqa1BMH,My Girl,0.5720000000000001,0.418,0.0,-10.738,1.0,0.0349,0.635,0.0,0.0961,0.6940000000000001,104.566,80
Diana Ross & The Supremes,79Yk6AlSKi5dxDFINID2hS,Someday We'll Be Together,0.6809999999999999,0.5379999999999999,1.0,-12.402,1.0,0.0325,0.144,3.26e-06,0.0563,0.828,107.065,57
Rick James,13v3siPyvy5TTEZYmGPPse,Give It To Me Baby,0.705,0.746,11.0,-8.615,1.0,0.042,0.127,7.900000000000001e-05,0.128,0.964,119.566,66
Stevie Wonder,1h2xVEoJORqrg71HocgqXd,Superstition - Single Version,0.633,0.634,8.0,-12.115,1.0,0.0725,0.038,0.0064,0.0385,0.872,100.499,78
Marvin Gaye,7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,0.6629999999999999,0.6,7.0,-10.87,1.0,0.032,0.43,0.0,0.184,0.8,129.991,81
Four Tops,3aSWQJcWnnqgwYbAgidvlV,"I Can't Help Myself (Sugar Pie, Honey Bunch)",0.6859999999999999,0.7140000000000001,0.0,-4.809,1.0,0.0287,0.204,0.0,0.0592,0.964,126.736,64
Martha Reeves & The Vandellas,3VgrSJEKBRT3xmwzpaxxEF,(Love Is Like A) Heat Wave,0.624,0.61,0.0,-9.186,0.0,0.0543,0.4589999999999999,0.00435,0.271,0.759,82.65,66
The Supremes,69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go,0.552,0.481,0.0,-10.764,1.0,0.0404,0.745,3.43e-06,0.0825,0.833,134.838,67
Mary Wells,4591VqUIXysNlmI5NcAIUd,My Guy,0.691,0.581,10.0,-7.85,1.0,0.065,0.557,4.6200000000000005e-05,0.147,0.91,126.615,69
The Marvelettes,5fNDP3NTdE69szQHUl4fFr,Please Mr. Postman - Stereo Version,0.779,0.8240000000000001,2.0,-5.232,1.0,0.0334,0.693,4.41e-06,0.0668,0.963,120.588,59
Stevie Wonder,0Hw6SCrtU9pFCjgAONpnGZ,Uptight (Everything's Alright),0.598,0.6459999999999999,6.0,-9.769,1.0,0.0309,0.179,0.0,0.141,0.929,133.287,62
The Temptations,4CoGNqLap7UGU5Q3VdKug0,Ain't Too Proud To Beg,0.763,0.6559999999999999,0.0,-6.86,1.0,0.0417,0.5489999999999999,0.0,0.125,0.926,118.394,68
Jimmy Ruffin,0YJvN0CZyGDmP5YHwKrcQh,What Becomes Of The Brokenhearted - Single Version,0.574,0.815,2.0,-4.703,0.0,0.0304,0.75,0.0,0.261,0.633,98.252,60
Lionel Richie,1b16zIZIdL2LIMfDiANwIk,Hello,0.557,0.256,9.0,-13.401,0.0,0.0348,0.505,0.0,0.1889999999999999,0.06,124.454,53
Four Tops,11npGmmHAsN9i11Vcnwtko,Reach Out I'll Be There,0.618,0.626,3.0,-8.294,0.0,0.0281,0.0257,0.0,0.173,0.703,119.677,50
The Supremes,52FlwUMMDnTK8TGkCag9Jd,Stop! In The Name Of Love - Single Version,0.611,0.44,0.0,-12.671,1.0,0.031,0.507,0.0,0.143,0.504,114.898,68
Boyz II Men,61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,0.557,0.509,2.0,-7.928,1.0,0.0243,0.119,0.0,0.0794,0.244,142.408,65
Commodores,4ztwMHfPZhPoruZdBbgriM,Three Times A Lady,0.482,0.0766,8.0,-20.634,1.0,0.0301,0.893,0.000379,0.134,0.136,75.722,55
Smokey Robinson & The Miracles,4Dq749x2QP6OXTURJ9GGY8,The Tears Of A Clown,0.593,0.607,1.0,-9.886,1.0,0.0283,0.147,0.0,0.128,0.953,128.365,60
Lionel Richie,7gaQtc0vrSpmRJpSMDiPEk,All Night Long (All Night),0.7190000000000001,0.564,1.0,-13.938,1.0,0.0425,0.118,0.00457,0.0435,0.753,108.819,53
Stevie Wonder,35Agv76BTtZGXlXutlfuYj,I Was Made To Love Her,0.347,0.54,10.0,-10.543,1.0,0.0461,0.286,0.0,0.0717,0.863,202.604,44
Four Tops,4Q8JGqOWzRy44qDlx5c74b,Bernadette,0.6559999999999999,0.825,6.0,-7.548999999999999,1.0,0.03,0.152,0.0,0.1,0.748,111.077,44
Diana Ross,3spmBjPY8HCNCR6Y0H7Ahd,Upside Down,0.893,0.895,0.0,-5.013,1.0,0.076,0.0852,0.00406,0.0213,0.8809999999999999,107.933,42
Stevie Wonder,1NYQcypyj0Useb8xyw3I4E,Fingertips,0.331,0.883,7.0,-7.103,0.0,0.2769999999999999,0.5870000000000001,0.16,0.261,0.304,138.197,11
The Jackson 5,6wDviYDtmSDZ0S6TVMM9Vc,ABC,0.736,0.6890000000000001,8.0,-11.781,1.0,0.0437,0.523,0.000319,0.123,0.95,93.781,65
Lionel Richie,7AslBsiVLQAGrmFmi79ZeK,Truly,0.326,0.247,1.0,-13.794,1.0,0.0356,0.635,6.19e-06,0.0838,0.156,140.651,61
Diana Ross & The Supremes,7oX8MJu78ZCGAC8lADvIWf,Love Child,0.579,0.568,9.0,-13.878,0.0,0.0312,0.186,9.01e-05,0.414,0.6779999999999999,104.046,48
The Temptations,6aL6pPBaTMGgM558mplSnj,I Can't Get Next To You,0.682,0.688,5.0,-12.853,0.0,0.105,0.56,0.0,0.395,0.711,108.828,57
The Supremes,307kcWJQNMdiYYKj1LgClU,Come See About Me,0.73,0.504,7.0,-11.686,1.0,0.0481,0.727,0.0,0.143,0.883,126.282,63
Edwin Starr,7bfWzWm54GVlb8XBKIb9Zx,War - Single Version,0.591,0.7809999999999999,11.0,-9.68,1.0,0.192,0.0677,0.0,0.294,0.7090000000000001,109.481,13
Stevie Wonder,0Dm43YLUlGdePpSbI1ct8h,Part-Time Lover,0.662,0.624,10.0,-13.606,0.0,0.0417,0.165,0.0,0.0674,0.961,174.513,66
The Supremes,1cY6UYbPf4plUm3fpLZGWF,Back In My Arms Again - Mono Single Version,0.7190000000000001,0.516,5.0,-9.005,1.0,0.0296,0.156,0.0199,0.148,0.5489999999999999,123.296,10
Stevie Wonder,0n2pjCIMKwHSXoYfEbYMfX,You Are The Sunshine Of My Life,0.519,0.46,11.0,-14.53,1.0,0.0688,0.823,5.97e-05,0.243,0.675,132.082,71
The Supremes,5SCB7L1alKg7ZEeSw7Sq9f,I Hear A Symphony,0.516,0.603,10.0,-7.814,0.0,0.0288,0.309,0.000286,0.0892,0.4479999999999999,70.37100000000001,52
Thelma Houston,6OYlE1SrosD9Swah1Rxkdt,Don't Leave Me This Way - Single Version,0.531,0.667,0.0,-9.721,0.0,0.059,0.0986,5.74e-06,0.0915,0.731,121.065,10
The Supremes,4H1iMlEWKZmpKTHCZzDhju,You Can't Hurry Love,0.482,0.675,10.0,-11.76,1.0,0.071,0.59,0.0,0.0829,0.773,194.203,50
Stevie Wonder,6VAKyYoJQu1hwjWNvxQVTt,I Just Called To Say I Love You,0.748,0.551,1.0,-8.624,1.0,0.0235,0.198,0.0,0.0978,0.662,113.524,19
Commodores,2OQOYULLeWnGzlGcXQMGLv,Still,0.371,0.0564,1.0,-20.979,1.0,0.0354,0.937,0.00113,0.107,0.218,123.902,51
Eddie Kendricks,5CiOCxc3argOhj5qKNZGN0,Keep On Truckin',0.45,0.81,1.0,-9.762,1.0,0.0472,0.122,0.00963,0.0412,0.86,101.568,53
